Task_ID,Process_ID,Processor_ID,MI,Speed,Power
T165,T165_P23,P38,2800,2780,1.49
T165,T165_P24,P70,745,1161,1.36
T165,T165_P25,P7,2586,1457,0.5
T165,T165_P26,P56,2634,1735,1.33
T165,T165_P27,P96,598,2301,1.48
T165,T165_P28,P115,2152,1501,1.49
T165,T165_P29,P86,2385,2583,0.79
T165,T165_P30,P89,1837,2751,0.78
T165,T165_P31,P73,2007,2698,1.11
T165,T165_P32,P14,2617,2116,1.44
T165,T165_P33,P150,1005,2811,1.9
T165,T165_P34,P113,2496,2093,1.6
T165,T165_P35,P111,2605,2300,0.93
T165,T165_P36,P10,2744,1209,1.96
T165,T165_P37,P187,2819,1781,1.74
T165,T165_P38,P130,775,1114,0.6
T166,T166_P1,P97,1852,2708,1.31
T166,T166_P2,P170,2301,1283,1.9
T166,T166_P3,P188,1594,2220,0.57
T166,T166_P4,P37,1082,2657,0.69
T166,T166_P5,P196,1304,1023,0.67
T166,T166_P6,P24,2072,2232,1.23
T166,T166_P7,P71,2115,2130,0.86
T166,T166_P8,P57,671,2735,1.38
T166,T166_P9,P12,1740,2516,1.26
T166,T166_P10,P4,1044,2518,1.01
T166,T166_P11,P50,2213,2563,1.06
T166,T166_P12,P146,1293,1435,0.7
T166,T166_P13,P107,1121,2399,0.5
T166,T166_P14,P110,2740,2247,1.68
T166,T166_P15,P146,1545,1435,0.7
T166,T166_P16,P54,502,1778,0.6
T166,T166_P17,P17,1169,1864,0.8
T166,T166_P18,P10,1587,1209,1.96
T166,T166_P19,P187,2476,1781,1.74
T166,T166_P20,P17,1397,1864,0.8
T166,T166_P21,P120,1178,2895,1.6
T166,T166_P22,P173,2521,1186,0.9
T166,T166_P23,P30,827,2436,0.86
T166,T166_P24,P172,2382,2010,1.82
T166,T166_P25,P88,2024,1163,0.71
T166,T166_P26,P121,1557,2310,0.59
T166,T166_P27,P148,2787,2022,1.19
T166,T166_P28,P141,1854,2931,0.97
T166,T166_P29,P162,1837,2529,1.16
T166,T166_P30,P135,1137,1646,1.35
T166,T166_P31,P171,2915,2043,0.66
T166,T166_P32,P134,1642,2648,1.91
T166,T166_P33,P153,1504,1939,1.34
T166,T166_P34,P58,591,1704,0.51
T166,T166_P35,P112,2479,1350,1.54
T166,T166_P36,P70,1844,1161,1.36
T166,T166_P37,P131,1731,1469,0.6
T166,T166_P38,P128,2157,2573,1.26
T166,T166_P39,P14,2923,2116,1.44
T167,T167_P1,P66,936,1255,1.23
T167,T167_P2,P38,2773,2780,1.49
T167,T167_P3,P58,1396,1704,0.51
T167,T167_P4,P64,2401,1940,1.27
T167,T167_P5,P40,903,2554,0.75
T167,T167_P6,P179,2720,2285,1.01
T167,T167_P7,P130,1986,1114,0.6
T167,T167_P8,P106,2137,2918,0.75
T167,T167_P9,P108,2820,2327,1.09
T167,T167_P10,P85,1725,1466,0.66
T167,T167_P11,P21,1493,1447,1.88
T167,T167_P12,P42,2470,1326,1.41
T167,T167_P13,P170,771,1283,1.9
T167,T167_P14,P199,1785,1234,0.72
T167,T167_P15,P15,2284,1178,1.76
T167,T167_P16,P104,2270,1546,1.8
T167,T167_P17,P40,2196,2554,0.75
T167,T167_P18,P122,625,2409,0.97
T167,T167_P19,P86,2017,2583,0.79
T167,T167_P20,P31,1761,2116,1.35
T167,T167_P21,P61,2492,2652,0.6
T167,T167_P22,P126,2123,1664,1.3
T167,T167_P23,P151,1376,2872,0.51
T167,T167_P24,P104,2261,1546,1.8
T167,T167_P25,P61,1673,2652,0.6
T167,T167_P26,P63,3000,2494,1.0
T167,T167_P27,P43,1876,2429,1.95
T167,T167_P28,P41,2949,2650,1.29
T167,T167_P29,P84,2930,2354,1.7
T167,T167_P30,P97,839,2708,1.31
T167,T167_P31,P26,836,2149,1.04
T167,T167_P32,P22,534,1476,1.88
T167,T167_P33,P39,2713,1013,1.92
T167,T167_P34,P110,2517,2247,1.68
T167,T167_P35,P24,1122,2232,1.23
T167,T167_P36,P14,508,2116,1.44
T167,T167_P37,P121,1227,2310,0.59
T167,T167_P38,P9,1046,2508,1.58
T167,T167_P39,P75,2002,2266,1.49
T167,T167_P40,P174,1963,2547,1.83
T167,T167_P41,P171,2842,2043,0.66
T167,T167_P42,P23,665,2034,1.4
T167,T167_P43,P43,1768,2429,1.95
T167,T167_P44,P85,909,1466,0.66
T167,T167_P45,P10,2887,1209,1.96
T167,T167_P46,P22,661,1476,1.88
T167,T167_P47,P158,500,2525,1.02
T167,T167_P48,P50,1196,2563,1.06
T167,T167_P49,P101,2508,1727,0.85
T167,T167_P50,P28,1594,2466,1.71
T167,T167_P51,P152,1693,2316,1.43
T167,T167_P52,P158,2654,2525,1.02
T167,T167_P53,P19,1665,1061,0.74
T167,T167_P54,P36,766,1569,1.3
T167,T167_P55,P119,2982,1552,0.59
T167,T167_P56,P67,1144,2992,1.31
T167,T167_P57,P165,2608,2838,1.98
T167,T167_P58,P25,2533,1054,0.67
T168,T168_P1,P58,1662,1704,0.51
T168,T168_P2,P9,2111,2508,1.58
T168,T168_P3,P87,1166,1592,1.3
T168,T168_P4,P178,2436,1313,0.82
T168,T168_P5,P116,1969,1334,1.23
T168,T168_P6,P131,1755,1469,0.6
T168,T168_P7,P76,2142,2813,1.03
T168,T168_P8,P108,1463,2327,1.09
T168,T168_P9,P80,1837,1393,1.48
T168,T168_P10,P54,1485,1778,0.6
T168,T168_P11,P119,1109,1552,0.59
T168,T168_P12,P181,1135,2622,1.78
T168,T168_P13,P10,825,1209,1.96
T168,T168_P14,P16,2907,2209,1.26
T168,T168_P15,P31,1104,2116,1.35
T168,T168_P16,P28,2338,2466,1.71
T168,T168_P17,P33,1111,1451,1.6
T168,T168_P18,P186,800,1788,1.45
T168,T168_P19,P73,1862,2698,1.11
T168,T168_P20,P177,1810,1224,0.92
T168,T168_P21,P149,1479,1810,1.89
T168,T168_P22,P184,2472,2221,1.86
T168,T168_P23,P112,2178,1350,1.54
T168,T168_P24,P32,2761,1859,0.62
T168,T168_P25,P187,2907,1781,1.74
T168,T168_P26,P78,1359,1740,1.8
T168,T168_P27,P122,638,2409,0.97
T168,T168_P28,P94,1141,1569,1.78
T168,T168_P29,P101,1284,1727,0.85
T168,T168_P30,P89,770,2751,0.78
T168,T168_P31,P13,628,2827,0.66
T168,T168_P32,P65,2095,2098,0.92
T168,T168_P33,P48,2538,1440,1.1
T168,T168_P34,P119,2128,1552,0.59
T168,T168_P35,P182,1825,2393,1.26
T168,T168_P36,P116,1044,1334,1.23
T168,T168_P37,P84,2229,2354,1.7
T168,T168_P38,P169,1789,1449,1.33
T168,T168_P39,P193,2820,2133,1.16
T168,T168_P40,P180,1253,1327,1.53
T168,T168_P41,P2,1172,1228,1.63
T168,T168_P42,P65,2203,2098,0.92
T168,T168_P43,P24,2494,2232,1.23
T168,T168_P44,P86,1106,2583,0.79
T168,T168_P45,P11,1074,2385,1.64
T168,T168_P46,P62,2600,1088,0.55
T168,T168_P47,P155,2528,1542,1.31
T168,T168_P48,P72,1328,1600,1.21
T168,T168_P49,P185,1239,1130,0.58
T168,T168_P50,P107,657,2399,0.5
T168,T168_P51,P198,537,2476,1.54
T168,T168_P52,P162,1977,2529,1.16
T168,T168_P53,P183,1904,1864,0.88
T168,T168_P54,P158,2027,2525,1.02
T168,T168_P55,P87,511,1592,1.3
T168,T168_P56,P27,2477,1407,1.98
T168,T168_P57,P198,2552,2476,1.54
T168,T168_P58,P52,1364,1209,1.18
T168,T168_P59,P38,1861,2780,1.49
T168,T168_P60,P175,2568,1096,1.61
T168,T168_P61,P71,2674,2130,0.86
T168,T168_P62,P101,2665,1727,0.85
T168,T168_P63,P152,1305,2316,1.43
T168,T168_P64,P112,661,1350,1.54
T168,T168_P65,P117,2920,1946,0.78
T168,T168_P66,P141,1688,2931,0.97
T168,T168_P67,P138,2369,1135,0.62
T168,T168_P68,P12,1665,2516,1.26
T168,T168_P69,P86,573,2583,0.79
T168,T168_P70,P105,2913,2437,1.85
T168,T168_P71,P161,757,1538,0.93
T168,T168_P72,P122,2209,2409,0.97
T168,T168_P73,P119,2993,1552,0.59
T168,T168_P74,P147,1445,2342,1.47
T168,T168_P75,P81,2920,2442,1.47
T168,T168_P76,P58,2340,1704,0.51
T168,T168_P77,P68,1729,2888,1.59
T168,T168_P78,P167,658,1817,1.29
T168,T168_P79,P59,2873,2236,1.56
T168,T168_P80,P66,2117,1255,1.23
T168,T168_P81,P68,517,2888,1.59
T168,T168_P82,P136,1438,1821,1.37
T168,T168_P83,P11,1408,2385,1.64
T168,T168_P84,P116,1478,1334,1.23
T168,T168_P85,P102,509,1429,1.11
T168,T168_P86,P111,695,2300,0.93
T168,T168_P87,P20,1620,1191,1.93
T168,T168_P88,P138,2738,1135,0.62
T168,T168_P89,P107,566,2399,0.5
T168,T168_P90,P129,1754,2589,1.78
T168,T168_P91,P197,2958,2393,1.92
T168,T168_P92,P170,709,1283,1.9
T168,T168_P93,P128,2876,2573,1.26
T168,T168_P94,P55,2687,1198,0.53
T168,T168_P95,P170,2762,1283,1.9
T168,T168_P96,P74,974,2287,0.64
T168,T168_P97,P61,2093,2652,0.6
T169,T169_P1,P186,1845,1788,1.45
T169,T169_P2,P46,2732,1569,1.53
T169,T169_P3,P168,1320,1741,1.5
T169,T169_P4,P4,2259,2518,1.01
T169,T169_P5,P21,1846,1447,1.88
T169,T169_P6,P166,1505,2195,1.71
T169,T169_P7,P123,584,2140,0.58
T169,T169_P8,P26,1031,2149,1.04
T169,T169_P9,P192,1557,2988,0.74
T169,T169_P10,P44,1697,1865,1.89
T169,T169_P11,P172,1553,2010,1.82
T169,T169_P12,P107,1162,2399,0.5
T169,T169_P13,P110,1335,2247,1.68
T169,T169_P14,P187,1171,1781,1.74
T169,T169_P15,P93,899,1778,1.71
T169,T169_P16,P196,1682,1023,0.67
T169,T169_P17,P80,2721,1393,1.48
T169,T169_P18,P178,2747,1313,0.82
T169,T169_P19,P164,780,1877,0.95
T169,T169_P20,P20,1137,1191,1.93
T169,T169_P21,P32,513,1859,0.62
T169,T169_P22,P62,770,1088,0.55
T169,T169_P23,P200,1606,2396,0.55
T169,T169_P24,P46,964,1569,1.53
T169,T169_P25,P196,2348,1023,0.67
T169,T169_P26,P87,997,1592,1.3
T169,T169_P27,P129,2689,2589,1.78
T169,T169_P28,P120,2592,2895,1.6
T169,T169_P29,P32,2471,1859,0.62
T169,T169_P30,P172,1639,2010,1.82
T169,T169_P31,P22,1959,1476,1.88
T169,T169_P32,P24,1946,2232,1.23
T169,T169_P33,P46,2088,1569,1.53
T169,T169_P34,P49,2733,2960,1.51
T169,T169_P35,P65,574,2098,0.92
T169,T169_P36,P159,853,2149,0.6
T169,T169_P37,P17,1164,1864,0.8
T169,T169_P38,P38,1901,2780,1.49
T169,T169_P39,P42,2638,1326,1.41
T169,T169_P40,P177,2690,1224,0.92
T169,T169_P41,P50,2460,2563,1.06
T169,T169_P42,P194,1939,2762,1.56
T169,T169_P43,P8,1893,1285,1.58
T169,T169_P44,P100,2271,1758,1.63
T169,T169_P45,P27,2598,1407,1.98
T169,T169_P46,P199,2148,1234,0.72
T169,T169_P47,P55,1186,1198,0.53
T169,T169_P48,P49,2480,2960,1.51
T169,T169_P49,P199,2901,1234,0.72
T169,T169_P50,P192,774,2988,0.74
T169,T169_P51,P191,1428,1514,1.97
T169,T169_P52,P169,2524,1449,1.33
T169,T169_P53,P143,2375,2794,1.5
T169,T169_P54,P100,1819,1758,1.63
T169,T169_P55,P165,2010,2838,1.98
T169,T169_P56,P51,671,1689,1.85
T169,T169_P57,P10,2355,1209,1.96
T169,T169_P58,P49,515,2960,1.51
T169,T169_P59,P147,1955,2342,1.47
T169,T169_P60,P5,2025,1563,0.94
T169,T169_P61,P167,1887,1817,1.29
T169,T169_P62,P107,530,2399,0.5
T169,T169_P63,P81,2398,2442,1.47
T169,T169_P64,P22,1049,1476,1.88
T169,T169_P65,P25,2935,1054,0.67
T169,T169_P66,P134,2799,2648,1.91
T169,T169_P67,P197,977,2393,1.92
T169,T169_P68,P152,1056,2316,1.43
T169,T169_P69,P122,2524,2409,0.97
T169,T169_P70,P142,2759,2161,0.89
T169,T169_P71,P186,1895,1788,1.45
T169,T169_P72,P31,633,2116,1.35
T169,T169_P73,P164,1798,1877,0.95
T169,T169_P74,P63,1778,2494,1.0
T169,T169_P75,P138,2243,1135,0.62
T169,T169_P76,P76,659,2813,1.03
T169,T169_P77,P28,724,2466,1.71
T169,T169_P78,P77,1060,2764,1.12
T169,T169_P79,P179,1557,2285,1.01
T169,T169_P80,P98,1126,1747,0.52
T169,T169_P81,P72,1892,1600,1.21
T169,T169_P82,P106,804,2918,0.75
T169,T169_P83,P136,1990,1821,1.37
T169,T169_P84,P20,2540,1191,1.93
T169,T169_P85,P79,1728,2182,0.58
T169,T169_P86,P105,593,2437,1.85
T169,T169_P87,P7,1667,1457,0.5
T169,T169_P88,P84,1256,2354,1.7
T169,T169_P89,P183,881,1864,0.88
T169,T169_P90,P36,2650,1569,1.3
T169,T169_P91,P155,2955,1542,1.31
T170,T170_P1,P93,964,1778,1.71
T170,T170_P2,P25,1582,1054,0.67
T170,T170_P3,P197,1867,2393,1.92
T170,T170_P4,P82,1006,1142,0.59
T170,T170_P5,P47,2860,1318,1.57
T170,T170_P6,P55,2884,1198,0.53
T170,T170_P7,P21,1448,1447,1.88
T170,T170_P8,P13,1632,2827,0.66
T170,T170_P9,P80,2753,1393,1.48
T170,T170_P10,P194,2717,2762,1.56
T170,T170_P11,P21,2748,1447,1.88
T170,T170_P12,P148,2736,2022,1.19
T170,T170_P13,P77,2762,2764,1.12
T170,T170_P14,P169,1718,1449,1.33
T170,T170_P15,P26,2153,2149,1.04
T170,T170_P16,P193,666,2133,1.16
T170,T170_P17,P80,2221,1393,1.48
T170,T170_P18,P24,1865,2232,1.23
T170,T170_P19,P69,713,1775,1.82
T170,T170_P20,P36,781,1569,1.3
T170,T170_P21,P25,2909,1054,0.67
T170,T170_P22,P2,937,1228,1.63
T170,T170_P23,P123,674,2140,0.58
T170,T170_P24,P121,1979,2310,0.59
T170,T170_P25,P104,2719,1546,1.8
T170,T170_P26,P28,1582,2466,1.71
T170,T170_P27,P41,2920,2650,1.29
T170,T170_P28,P144,1514,2470,0.97
T170,T170_P29,P21,1868,1447,1.88
T170,T170_P30,P44,1258,1865,1.89
T170,T170_P31,P167,2830,1817,1.29
T170,T170_P32,P180,925,1327,1.53
T171,T171_P1,P5,2426,1563,0.94
T171,T171_P2,P56,1018,1735,1.33
T171,T171_P3,P44,2587,1865,1.89
T171,T171_P4,P62,2170,1088,0.55
T171,T171_P5,P2,2642,1228,1.63
T171,T171_P6,P70,2862,1161,1.36
T171,T171_P7,P187,1268,1781,1.74
T171,T171_P8,P127,2742,2726,0.59
T171,T171_P9,P61,743,2652,0.6
T171,T171_P10,P111,1364,2300,0.93
T171,T171_P11,P157,2091,1505,0.7
T171,T171_P12,P50,2661,2563,1.06
T171,T171_P13,P75,1910,2266,1.49
T171,T171_P14,P35,2156,2206,1.97
T171,T171_P15,P152,2185,2316,1.43
T171,T171_P16,P149,1678,1810,1.89
T171,T171_P17,P69,1520,1775,1.82
T171,T171_P18,P158,1010,2525,1.02
T171,T171_P19,P181,2221,2622,1.78
T171,T171_P20,P66,2979,1255,1.23
T171,T171_P21,P128,505,2573,1.26
T171,T171_P22,P30,2161,2436,0.86
T171,T171_P23,P152,1283,2316,1.43
T171,T171_P24,P192,1536,2988,0.74
T171,T171_P25,P177,1025,1224,0.92
T171,T171_P26,P148,1255,2022,1.19
T171,T171_P27,P165,2876,2838,1.98
T171,T171_P28,P31,1519,2116,1.35
T171,T171_P29,P34,664,1919,1.72
T171,T171_P30,P60,1523,1541,0.59
T171,T171_P31,P191,690,1514,1.97
T171,T171_P32,P188,795,2220,0.57
T171,T171_P33,P176,2116,2763,0.73
T171,T171_P34,P35,1393,2206,1.97
T171,T171_P35,P71,961,2130,0.86
T171,T171_P36,P148,511,2022,1.19
T171,T171_P37,P167,1360,1817,1.29
T171,T171_P38,P184,953,2221,1.86
T171,T171_P39,P179,556,2285,1.01
T171,T171_P40,P106,938,2918,0.75
T171,T171_P41,P88,1345,1163,0.71
T171,T171_P42,P115,1091,1501,1.49
T171,T171_P43,P38,1004,2780,1.49
T171,T171_P44,P95,1831,1928,0.65
T171,T171_P45,P106,2051,2918,0.75
T171,T171_P46,P169,2625,1449,1.33
T171,T171_P47,P175,1626,1096,1.61
T171,T171_P48,P114,1325,2493,1.68
T171,T171_P49,P163,1097,2197,1.31
T171,T171_P50,P53,2094,1189,0.87
T171,T171_P51,P91,1270,2774,1.81
T171,T171_P52,P171,1494,2043,0.66
T171,T171_P53,P126,2502,1664,1.3
T171,T171_P54,P71,2291,2130,0.86
T171,T171_P55,P13,1532,2827,0.66
T171,T171_P56,P1,2274,2309,1.83
T171,T171_P57,P119,1149,1552,0.59
T171,T171_P58,P16,744,2209,1.26
T171,T171_P59,P192,2379,2988,0.74
T171,T171_P60,P135,1684,1646,1.35
T171,T171_P61,P53,2193,1189,0.87
T171,T171_P62,P29,1676,2330,0.86
T171,T171_P63,P37,1660,2657,0.69
T171,T171_P64,P72,1225,1600,1.21
T171,T171_P65,P110,556,2247,1.68
T171,T171_P66,P122,2669,2409,0.97
T171,T171_P67,P17,2902,1864,0.8
T171,T171_P68,P117,1924,1946,0.78
T171,T171_P69,P78,1418,1740,1.8
T171,T171_P70,P116,1322,1334,1.23
T171,T171_P71,P177,1628,1224,0.92
T171,T171_P72,P123,2099,2140,0.58
T171,T171_P73,P70,1157,1161,1.36
T171,T171_P74,P123,1403,2140,0.58
T171,T171_P75,P113,1046,2093,1.6
T171,T171_P76,P5,1460,1563,0.94
T171,T171_P77,P166,2490,2195,1.71
T171,T171_P78,P99,1396,1333,0.64
T171,T171_P79,P142,2587,2161,0.89
T171,T171_P80,P165,1092,2838,1.98
T171,T171_P81,P29,1596,2330,0.86
T171,T171_P82,P185,2018,1130,0.58
T171,T171_P83,P134,1543,2648,1.91
T171,T171_P84,P177,904,1224,0.92
T171,T171_P85,P70,2615,1161,1.36
T171,T171_P86,P80,2153,1393,1.48
T171,T171_P87,P6,757,1501,0.74
T171,T171_P88,P146,938,1435,0.7
T171,T171_P89,P62,1658,1088,0.55
T171,T171_P90,P65,1500,2098,0.92
T171,T171_P91,P194,2777,2762,1.56
T171,T171_P92,P158,2852,2525,1.02
T171,T171_P93,P136,1249,1821,1.37
T171,T171_P94,P161,2535,1538,0.93
T171,T171_P95,P136,513,1821,1.37
T171,T171_P96,P39,580,1013,1.92
T171,T171_P97,P84,2768,2354,1.7
T171,T171_P98,P108,2826,2327,1.09
T171,T171_P99,P88,505,1163,0.71
T171,T171_P100,P124,1292,1449,1.22
T172,T172_P1,P28,1754,2466,1.71
T172,T172_P2,P185,2240,1130,0.58
T172,T172_P3,P65,1613,2098,0.92
T172,T172_P4,P151,1317,2872,0.51
T172,T172_P5,P161,2146,1538,0.93
T172,T172_P6,P172,2964,2010,1.82
T172,T172_P7,P145,2810,1644,0.9
T172,T172_P8,P92,893,1206,0.61
T172,T172_P9,P98,2432,1747,0.52
T172,T172_P10,P160,1303,2103,0.87
T172,T172_P11,P63,1830,2494,1.0
T172,T172_P12,P12,1876,2516,1.26
T172,T172_P13,P92,2430,1206,0.61
T172,T172_P14,P195,1487,2930,1.34
T172,T172_P15,P137,1865,1548,0.56
T172,T172_P16,P127,1432,2726,0.59
T172,T172_P17,P111,2803,2300,0.93
T172,T172_P18,P5,812,1563,0.94
T172,T172_P19,P27,2814,1407,1.98
T172,T172_P20,P36,1447,1569,1.3
T172,T172_P21,P106,679,2918,0.75
T172,T172_P22,P53,2413,1189,0.87
T172,T172_P23,P106,2691,2918,0.75
T172,T172_P24,P190,797,2083,0.7
T172,T172_P25,P27,2746,1407,1.98
T172,T172_P26,P113,1055,2093,1.6
T172,T172_P27,P57,1378,2735,1.38
T172,T172_P28,P56,2019,1735,1.33
T172,T172_P29,P25,649,1054,0.67
T172,T172_P30,P66,547,1255,1.23
T172,T172_P31,P151,2175,2872,0.51
T172,T172_P32,P31,1648,2116,1.35
T172,T172_P33,P165,2911,2838,1.98
T172,T172_P34,P116,1356,1334,1.23
T172,T172_P35,P24,1895,2232,1.23
T172,T172_P36,P61,986,2652,0.6
T172,T172_P37,P24,1525,2232,1.23
T172,T172_P38,P154,2699,1292,0.65
T172,T172_P39,P192,1487,2988,0.74
T172,T172_P40,P12,2449,2516,1.26
T172,T172_P41,P177,1634,1224,0.92
T172,T172_P42,P139,1184,1432,1.49
T172,T172_P43,P169,526,1449,1.33
T173,T173_P1,P56,2186,1735,1.33
T173,T173_P2,P85,909,1466,0.66
T173,T173_P3,P23,2563,2034,1.4
T173,T173_P4,P150,1439,2811,1.9
T173,T173_P5,P148,1637,2022,1.19
T173,T173_P6,P1,2249,2309,1.83
T173,T173_P7,P179,1929,2285,1.01
T173,T173_P8,P92,2352,1206,0.61
T173,T173_P9,P143,1172,2794,1.5
T173,T173_P10,P7,899,1457,0.5
T173,T173_P11,P161,2841,1538,0.93
T173,T173_P12,P6,1627,1501,0.74
T173,T173_P13,P50,1204,2563,1.06
T173,T173_P14,P41,1459,2650,1.29
T173,T173_P15,P189,685,1958,1.0
T173,T173_P16,P188,1234,2220,0.57
T173,T173_P17,P51,1356,1689,1.85
T173,T173_P18,P51,1043,1689,1.85
T173,T173_P19,P76,2387,2813,1.03
T173,T173_P20,P16,2341,2209,1.26
T173,T173_P21,P58,1050,1704,0.51
T173,T173_P22,P9,982,2508,1.58
T173,T173_P23,P186,1336,1788,1.45
T173,T173_P24,P94,1727,1569,1.78
T173,T173_P25,P176,2268,2763,0.73
T173,T173_P26,P40,759,2554,0.75
T173,T173_P27,P41,2440,2650,1.29
T173,T173_P28,P97,531,2708,1.31
T173,T173_P29,P44,2034,1865,1.89
T173,T173_P30,P9,2683,2508,1.58
T173,T173_P31,P45,2221,1696,1.63
T173,T173_P32,P28,847,2466,1.71
T173,T173_P33,P196,1145,1023,0.67
T173,T173_P34,P55,799,1198,0.53
T173,T173_P35,P40,2200,2554,0.75
T173,T173_P36,P28,2280,2466,1.71
T173,T173_P37,P59,1180,2236,1.56
T173,T173_P38,P69,2630,1775,1.82
T173,T173_P39,P183,2773,1864,0.88
T173,T173_P40,P174,2674,2547,1.83
T173,T173_P41,P152,2898,2316,1.43
T173,T173_P42,P85,2355,1466,0.66
T173,T173_P43,P41,2934,2650,1.29
T173,T173_P44,P137,2823,1548,0.56
T173,T173_P45,P56,2339,1735,1.33
T173,T173_P46,P109,1205,1146,1.89
T173,T173_P47,P157,2323,1505,0.7
T173,T173_P48,P72,1793,1600,1.21
T173,T173_P49,P67,2983,2992,1.31
T173,T173_P50,P55,582,1198,0.53
T173,T173_P51,P51,2162,1689,1.85
T173,T173_P52,P76,2038,2813,1.03
T173,T173_P53,P198,2693,2476,1.54
T173,T173_P54,P120,872,2895,1.6
T173,T173_P55,P149,972,1810,1.89
T173,T173_P56,P178,1019,1313,0.82
T173,T173_P57,P14,1441,2116,1.44
T173,T173_P58,P189,2685,1958,1.0
T173,T173_P59,P29,2794,2330,0.86
T173,T173_P60,P123,2116,2140,0.58
T173,T173_P61,P167,2878,1817,1.29
T173,T173_P62,P183,1053,1864,0.88
T173,T173_P63,P14,2621,2116,1.44
T173,T173_P64,P47,2707,1318,1.57
T173,T173_P65,P60,1017,1541,0.59
T173,T173_P66,P62,707,1088,0.55
T173,T173_P67,P131,2985,1469,0.6
T173,T173_P68,P140,803,2870,1.35
T173,T173_P69,P62,2707,1088,0.55
T173,T173_P70,P142,842,2161,0.89
T173,T173_P71,P87,2650,1592,1.3
T173,T173_P72,P138,883,1135,0.62
T173,T173_P73,P67,1569,2992,1.31
T173,T173_P74,P86,2748,2583,0.79
T173,T173_P75,P35,1230,2206,1.97
T173,T173_P76,P12,2251,2516,1.26
T173,T173_P77,P126,1340,1664,1.3
T173,T173_P78,P36,1403,1569,1.3
T173,T173_P79,P179,866,2285,1.01
T173,T173_P80,P133,1105,1065,1.11
T173,T173_P81,P160,2311,2103,0.87
T173,T173_P82,P19,2229,1061,0.74
T174,T174_P1,P21,1818,1447,1.88
T174,T174_P2,P118,1174,1777,0.83
T174,T174_P3,P175,1631,1096,1.61
T174,T174_P4,P87,622,1592,1.3
T174,T174_P5,P9,547,2508,1.58
T174,T174_P6,P200,611,2396,0.55
T174,T174_P7,P199,599,1234,0.72
T174,T174_P8,P186,624,1788,1.45
T174,T174_P9,P22,1820,1476,1.88
T174,T174_P10,P43,2899,2429,1.95
T174,T174_P11,P21,838,1447,1.88
T174,T174_P12,P177,1279,1224,0.92
T174,T174_P13,P124,902,1449,1.22
T174,T174_P14,P113,2707,2093,1.6
T174,T174_P15,P166,2021,2195,1.71
T174,T174_P16,P15,2977,1178,1.76
T174,T174_P17,P7,1113,1457,0.5
T174,T174_P18,P91,1781,2774,1.81
T174,T174_P19,P98,971,1747,0.52
T174,T174_P20,P130,1687,1114,0.6
T174,T174_P21,P193,1696,2133,1.16
T174,T174_P22,P67,1152,2992,1.31
T174,T174_P23,P22,2735,1476,1.88
T174,T174_P24,P38,2959,2780,1.49
T174,T174_P25,P172,2860,2010,1.82
T174,T174_P26,P139,2452,1432,1.49
T174,T174_P27,P74,2511,2287,0.64
T174,T174_P28,P134,813,2648,1.91
T174,T174_P29,P39,1219,1013,1.92
T174,T174_P30,P196,1683,1023,0.67
T174,T174_P31,P129,673,2589,1.78
T174,T174_P32,P81,2054,2442,1.47
T174,T174_P33,P121,665,2310,0.59
T174,T174_P34,P130,2280,1114,0.6
T174,T174_P35,P120,607,2895,1.6
T174,T174_P36,P12,2954,2516,1.26
T174,T174_P37,P13,511,2827,0.66
T174,T174_P38,P170,1570,1283,1.9
T174,T174_P39,P63,2047,2494,1.0
T174,T174_P40,P89,1898,2751,0.78
T174,T174_P41,P23,1980,2034,1.4
T174,T174_P42,P186,2613,1788,1.45
T174,T174_P43,P71,2671,2130,0.86
T174,T174_P44,P39,2159,1013,1.92
T174,T174_P45,P97,2806,2708,1.31
T174,T174_P46,P32,1465,1859,0.62
T174,T174_P47,P106,1111,2918,0.75
T174,T174_P48,P69,2595,1775,1.82
T174,T174_P49,P59,1817,2236,1.56
T174,T174_P50,P95,700,1928,0.65
T174,T174_P51,P94,1770,1569,1.78
T174,T174_P52,P44,2862,1865,1.89
T174,T174_P53,P97,671,2708,1.31
T174,T174_P54,P142,661,2161,0.89
T174,T174_P55,P161,2424,1538,0.93
T174,T174_P56,P14,2165,2116,1.44
T174,T174_P57,P54,1484,1778,0.6
T174,T174_P58,P106,2966,2918,0.75
T174,T174_P59,P158,2786,2525,1.02
T174,T174_P60,P118,1954,1777,0.83
T174,T174_P61,P5,2653,1563,0.94
T174,T174_P62,P48,1015,1440,1.1
T174,T174_P63,P17,748,1864,0.8
T174,T174_P64,P69,692,1775,1.82
T174,T174_P65,P32,2104,1859,0.62
T174,T174_P66,P65,2665,2098,0.92
T174,T174_P67,P32,2776,1859,0.62
T174,T174_P68,P136,520,1821,1.37
T174,T174_P69,P67,1559,2992,1.31
T174,T174_P70,P165,1226,2838,1.98
T174,T174_P71,P141,2440,2931,0.97
T174,T174_P72,P128,1519,2573,1.26
T174,T174_P73,P133,1294,1065,1.11
T174,T174_P74,P97,1268,2708,1.31
T174,T174_P75,P136,762,1821,1.37
T174,T174_P76,P103,1596,2372,1.22
T174,T174_P77,P63,1134,2494,1.0
T174,T174_P78,P173,768,1186,0.9
T174,T174_P79,P37,2138,2657,0.69
T174,T174_P80,P159,1708,2149,0.6
T174,T174_P81,P186,1199,1788,1.45
T174,T174_P82,P134,2840,2648,1.91
